zone_id,timestamp,consumption_kwh,temperature_c,humidity_percent
Zone_10,2025-01-02 20:00:00,3.56,17.6,63.2
Zone_1,2025-01-02 21:00:00,3.22,12.2,67.5
Zone_2,2025-01-02 21:00:00,3.93,27.3,72.0
Zone_3,2025-01-02 21:00:00,4.49,26.4,40.8
Zone_4,2025-01-02 21:00:00,4.7,23.9,55.7
Zone_5,2025-01-02 21:00:00,3.02,22.1,67.4
Zone_6,2025-01-02 21:00:00,4.02,25.1,69.0
Zone_7,2025-01-02 21:00:00,3.96,23.9,59.3
Zone_8,2025-01-02 21:00:00,4.49,31.8,66.2
Zone_9,2025-01-02 21:00:00,4.6,24.0,71.7
Zone_10,2025-01-02 21:00:00,4.73,26.3,50.6
Zone_1,2025-01-02 22:00:00,3.92,31.7,54.5
Zone_2,2025-01-02 22:00:00,3.76,26.0,67.6
Zone_3,2025-01-02 22:00:00,3.73,21.2,60.6
Zone_4,2025-01-02 22:00:00,5.18,19.9,36.4
Zone_5,2025-01-02 22:00:00,3.64,32.5,77.4
Zone_6,2025-01-02 22:00:00,5.15,24.0,62.7
Zone_7,2025-01-02 22:00:00,3.75,31.4,69.5
Zone_8,2025-01-02 22:00:00,3.74,27.8,53.1
Zone_9,2025-01-02 22:00:00,4.72,23.3,72.8
Zone_10,2025-01-02 22:00:00,4.51,17.4,66.9
Zone_1,2025-01-02 23:00:00,4.08,25.5,60.1
Zone_2,2025-01-02 23:00:00,2.96,28.7,52.3
Zone_3,2025-01-02 23:00:00,4.46,22.6,61.2
Zone_4,2025-01-02 23:00:00,4.07,24.4,70.4
Zone_5,2025-01-02 23:00:00,3.82,22.6,73.8
Zone_6,2025-01-02 23:00:00,4.41,24.3,67.7
Zone_7,2025-01-02 23:00:00,4.39,32.4,54.7
Zone_8,2025-01-02 23:00:00,3.87,30.6,59.3
Zone_9,2025-01-02 23:00:00,3.63,21.4,63.5
Zone_10,2025-01-02 23:00:00,4.18,27.2,43.5
Zone_1,2025-01-03 00:00:00,2.36,21.6,74.5
Zone_2,2025-01-03 00:00:00,0.85,25.4,58.7
Zone_3,2025-01-03 00:00:00,2.38,33.5,64.0
Zone_4,2025-01-03 00:00:00,2.3,20.9,63.9
Zone_5,2025-01-03 00:00:00,1.5,28.5,55.9
Zone_6,2025-01-03 00:00:00,2.16,26.4,51.0
Zone_7,2025-01-03 00:00:00,1.84,25.2,66.6
Zone_8,2025-01-03 00:00:00,1.55,24.9,61.8
Zone_9,2025-01-03 00:00:00,1.05,30.3,58.3
Zone_10,2025-01-03 00:00:00,2.17,10.5,72.9
Zone_1,2025-01-03 01:00:00,1.62,24.9,42.9
Zone_2,2025-01-03 01:00:00,2.41,14.7,86.5
Zone_3,2025-01-03 01:00:00,1.68,26.2,60.8
Zone_4,2025-01-03 01:00:00,1.77,15.2,73.1
Zone_5,2025-01-03 01:00:00,1.74,23.8,52.3
Zone_6,2025-01-03 01:00:00,2.25,24.5,68.7
Zone_7,2025-01-03 01:00:00,3.05,31.0,47.6
Zone_8,2025-01-03 01:00:00,1.42,16.1,51.9
Zone_9,2025-01-03 01:00:00,2.23,23.8,63.6
Zone_10,2025-01-03 01:00:00,2.87,25.4,47.2
Zone_1,2025-01-03 02:00:00,1.81,13.0,64.0
Zone_2,2025-01-03 02:00:00,1.17,22.3,64.6
Zone_3,2025-01-03 02:00:00,1.87,30.2,56.8
Zone_4,2025-01-03 02:00:00,2.66,20.2,73.1
Zone_5,2025-01-03 02:00:00,2.29,18.4,55.0
Zone_6,2025-01-03 02:00:00,2.02,23.4,63.7
Zone_7,2025-01-03 02:00:00,1.88,18.1,51.7
Zone_8,2025-01-03 02:00:00,1.49,27.2,39.8
Zone_9,2025-01-03 02:00:00,2.55,22.7,51.2
Zone_10,2025-01-03 02:00:00,1.41,30.7,69.3
Zone_1,2025-01-03 03:00:00,2.32,23.7,65.7
Zone_2,2025-01-03 03:00:00,1.14,20.2,48.6
Zone_3,2025-01-03 03:00:00,2.2,23.0,60.0
Zone_4,2025-01-03 03:00:00,2.13,28.2,62.9
Zone_5,2025-01-03 03:00:00,2.03,33.3,68.8
Zone_6,2025-01-03 03:00:00,1.7,21.9,66.9
Zone_7,2025-01-03 03:00:00,0.35,28.7,63.0
Zone_8,2025-01-03 03:00:00,1.45,32.4,59.3
Zone_9,2025-01-03 03:00:00,1.29,17.7,51.8
Zone_10,2025-01-03 03:00:00,2.34,26.9,67.3
Zone_1,2025-01-03 04:00:00,2.3,26.6,39.3
Zone_2,2025-01-03 04:00:00,1.83,32.6,55.5
Zone_3,2025-01-03 04:00:00,2.71,20.3,67.4
Zone_4,2025-01-03 04:00:00,1.82,21.9,50.6
Zone_5,2025-01-03 04:00:00,1.06,37.8,61.3
Zone_6,2025-01-03 04:00:00,1.47,18.1,43.1
Zone_7,2025-01-03 04:00:00,3.52,16.8,62.3
Zone_8,2025-01-03 04:00:00,1.09,26.5,65.7
Zone_9,2025-01-03 04:00:00,2.85,15.2,57.5
Zone_10,2025-01-03 04:00:00,1.55,26.2,47.8
Zone_1,2025-01-03 05:00:00,2.72,25.3,74.8
Zone_2,2025-01-03 05:00:00,1.94,20.5,62.4
Zone_3,2025-01-03 05:00:00,2.93,28.8,66.8
Zone_4,2025-01-03 05:00:00,1.51,17.1,60.0
Zone_5,2025-01-03 05:00:00,2.41,23.8,55.3
Zone_6,2025-01-03 05:00:00,1.27,31.7,64.2
Zone_7,2025-01-03 05:00:00,2.46,20.1,50.4
Zone_8,2025-01-03 05:00:00,2.11,24.5,52.0
Zone_9,2025-01-03 05:00:00,1.75,31.1,72.0
Zone_10,2025-01-03 05:00:00,2.18,30.2,66.3
Zone_1,2025-01-03 06:00:00,2.18,19.0,46.5
Zone_2,2025-01-03 06:00:00,2.4,25.9,45.6
Zone_3,2025-01-03 06:00:00,2.72,28.7,69.1
Zone_4,2025-01-03 06:00:00,1.92,25.8,65.3
Zone_5,2025-01-03 06:00:00,2.56,27.5,70.5
Zone_6,2025-01-03 06:00:00,1.69,17.4,43.3
Zone_7,2025-01-03 06:00:00,2.15,27.3,67.3
Zone_8,2025-01-03 06:00:00,2.25,23.5,52.4
Zone_9,2025-01-03 06:00:00,1.26,22.0,68.4
Zone_10,2025-01-03 06:00:00,2.24,31.2,64.4
Zone_1,2025-01-03 07:00:00,2.67,27.7,58.6
Zone_2,2025-01-03 07:00:00,2.34,24.8,47.9
Zone_3,2025-01-03 07:00:00,2.85,31.1,65.4
Zone_4,2025-01-03 07:00:00,3.28,24.2,60.2
Zone_5,2025-01-03 07:00:00,2.97,23.9,60.2
Zone_6,2025-01-03 07:00:00,2.52,20.6,53.7
Zone_7,2025-01-03 07:00:00,2.37,29.0,71.5
Zone_8,2025-01-03 07:00:00,3.57,20.7,75.8
Zone_9,2025-01-03 07:00:00,3.3,26.7,56.8
Zone_10,2025-01-03 07:00:00,3.17,25.8,41.7
Zone_1,2025-01-03 08:00:00,3.15,29.6,57.4
Zone_2,2025-01-03 08:00:00,4.16,29.1,63.9
Zone_3,2025-01-03 08:00:00,2.31,31.2,64.1
Zone_4,2025-01-03 08:00:00,2.44,20.8,63.7
Zone_5,2025-01-03 08:00:00,2.86,21.6,59.2
Zone_6,2025-01-03 08:00:00,3.27,28.1,70.3
Zone_7,2025-01-03 08:00:00,3.17,36.2,43.0
Zone_8,2025-01-03 08:00:00,1.71,27.0,50.3
Zone_9,2025-01-03 08:00:00,2.72,23.3,59.3
Zone_10,2025-01-03 08:00:00,2.96,24.7,73.6
Zone_1,2025-01-03 09:00:00,3.23,27.5,56.7
Zone_2,2025-01-03 09:00:00,3.28,20.9,81.0
Zone_3,2025-01-03 09:00:00,4.01,26.6,68.5
Zone_4,2025-01-03 09:00:00,2.83,22.7,67.0
Zone_5,2025-01-03 09:00:00,1.37,17.1,64.9
Zone_6,2025-01-03 09:00:00,3.36,28.7,53.8
Zone_7,2025-01-03 09:00:00,2.72,22.7,56.0
Zone_8,2025-01-03 09:00:00,4.08,23.7,52.0
Zone_9,2025-01-03 09:00:00,2.6,31.1,54.8
Zone_10,2025-01-03 09:00:00,3.73,17.5,57.1
Zone_1,2025-01-03 10:00:00,3.67,17.2,52.0
Zone_2,2025-01-03 10:00:00,2.04,25.5,52.2
Zone_3,2025-01-03 10:00:00,2.94,19.1,62.6
Zone_4,2025-01-03 10:00:00,3.26,22.6,58.2
Zone_5,2025-01-03 10:00:00,3.31,16.0,50.6
Zone_6,2025-01-03 10:00:00,2.39,22.0,48.3
Zone_7,2025-01-03 10:00:00,2.26,18.2,47.0
Zone_8,2025-01-03 10:00:00,3.43,25.1,61.5
Zone_9,2025-01-03 10:00:00,3.71,23.5,59.4
Zone_10,2025-01-03 10:00:00,3.4,21.6,73.9
Zone_1,2025-01-03 11:00:00,2.62,26.0,54.5
Zone_2,2025-01-03 11:00:00,2.65,7.7,80.1
Zone_3,2025-01-03 11:00:00,2.88,31.1,57.1
Zone_4,2025-01-03 11:00:00,2.26,19.6,66.9
Zone_5,2025-01-03 11:00:00,3.02,26.7,42.0
Zone_6,2025-01-03 11:00:00,2.32,29.0,30.8
Zone_7,2025-01-03 11:00:00,3.05,23.9,52.5
Zone_8,2025-01-03 11:00:00,3.24,19.0,71.7
Zone_9,2025-01-03 11:00:00,2.34,25.9,54.9
Zone_10,2025-01-03 11:00:00,2.29,23.7,56.0
Zone_1,2025-01-03 12:00:00,3.12,31.8,73.1
Zone_2,2025-01-03 12:00:00,3.44,21.7,70.5
Zone_3,2025-01-03 12:00:00,3.57,24.6,60.5
Zone_4,2025-01-03 12:00:00,2.78,21.7,56.9
Zone_5,2025-01-03 12:00:00,3.18,29.8,53.7
Zone_6,2025-01-03 12:00:00,3.68,23.9,52.7
Zone_7,2025-01-03 12:00:00,2.62,32.1,50.4
Zone_8,2025-01-03 12:00:00,3.41,33.2,56.6
Zone_9,2025-01-03 12:00:00,2.15,23.4,67.4
Zone_10,2025-01-03 12:00:00,3.1,19.9,52.7
Zone_1,2025-01-03 13:00:00,2.93,27.8,53.1
Zone_2,2025-01-03 13:00:00,3.5,34.8,70.9
Zone_3,2025-01-03 13:00:00,3.48,35.6,62.2
Zone_4,2025-01-03 13:00:00,2.3,28.8,54.5
Zone_5,2025-01-03 13:00:00,3.22,11.7,69.3
Zone_6,2025-01-03 13:00:00,2.87,28.2,69.2
Zone_7,2025-01-03 13:00:00,3.09,18.2,68.1
Zone_8,2025-01-03 13:00:00,3.11,23.9,62.6
Zone_9,2025-01-03 13:00:00,2.86,20.4,64.2
Zone_10,2025-01-03 13:00:00,2.91,26.8,54.4
Zone_1,2025-01-03 14:00:00,2.31,20.5,71.6
Zone_2,2025-01-03 14:00:00,2.41,30.4,66.2
Zone_3,2025-01-03 14:00:00,3.53,29.2,70.2
Zone_4,2025-01-03 14:00:00,3.31,23.1,59.4
Zone_5,2025-01-03 14:00:00,3.32,33.4,66.9
Zone_6,2025-01-03 14:00:00,2.85,22.6,44.0
Zone_7,2025-01-03 14:00:00,2.42,28.3,79.8
Zone_8,2025-01-03 14:00:00,2.99,28.6,56.2
Zone_9,2025-01-03 14:00:00,3.86,39.8,76.8
Zone_10,2025-01-03 14:00:00,2.95,27.3,67.0
Zone_1,2025-01-03 15:00:00,3.68,22.4,55.5
Zone_2,2025-01-03 15:00:00,2.42,20.6,56.4
Zone_3,2025-01-03 15:00:00,2.16,27.1,82.5
Zone_4,2025-01-03 15:00:00,2.86,25.9,60.6
Zone_5,2025-01-03 15:00:00,3.37,26.4,68.3
Zone_6,2025-01-03 15:00:00,3.12,40.5,68.3
Zone_7,2025-01-03 15:00:00,2.45,27.3,58.2
Zone_8,2025-01-03 15:00:00,2.22,18.4,54.6
Zone_9,2025-01-03 15:00:00,2.18,24.1,62.0
Zone_10,2025-01-03 15:00:00,3.09,21.5,66.7
Zone_1,2025-01-03 16:00:00,3.42,18.3,63.5
Zone_2,2025-01-03 16:00:00,4.1,20.3,52.2
Zone_3,2025-01-03 16:00:00,2.2,24.4,75.0
Zone_4,2025-01-03 16:00:00,2.92,26.2,41.3
Zone_5,2025-01-03 16:00:00,2.62,27.3,53.0
Zone_6,2025-01-03 16:00:00,3.1,27.1,46.5
Zone_7,2025-01-03 16:00:00,2.97,26.5,65.5
Zone_8,2025-01-03 16:00:00,2.85,19.7,67.8
Zone_9,2025-01-03 16:00:00,2.51,24.2,62.1
Zone_10,2025-01-03 16:00:00,3.47,26.1,63.2
Zone_1,2025-01-03 17:00:00,3.18,15.6,58.1
Zone_2,2025-01-03 17:00:00,2.04,26.7,63.4
Zone_3,2025-01-03 17:00:00,2.87,30.1,62.0
Zone_4,2025-01-03 17:00:00,2.51,25.6,58.1
Zone_5,2025-01-03 17:00:00,3.18,21.9,75.0
Zone_6,2025-01-03 17:00:00,3.27,26.4,47.2
Zone_7,2025-01-03 17:00:00,2.87,19.7,50.2
Zone_8,2025-01-03 17:00:00,3.0,28.3,58.3
Zone_9,2025-01-03 17:00:00,3.08,23.1,60.1
Zone_10,2025-01-03 17:00:00,3.17,23.9,75.5
Zone_1,2025-01-03 18:00:00,4.56,14.4,58.4
Zone_2,2025-01-03 18:00:00,2.94,21.7,53.2
Zone_3,2025-01-03 18:00:00,4.3,28.1,63.8
Zone_4,2025-01-03 18:00:00,4.2,18.9,65.5
Zone_5,2025-01-03 18:00:00,4.39,23.4,47.5
Zone_6,2025-01-03 18:00:00,3.66,24.9,55.2
Zone_7,2025-01-03 18:00:00,3.7,26.8,58.4
Zone_8,2025-01-03 18:00:00,3.63,24.8,55.2
Zone_9,2025-01-03 18:00:00,3.72,30.7,59.9
Zone_10,2025-01-03 18:00:00,3.9,30.4,60.1
Zone_1,2025-01-03 19:00:00,3.55,28.3,68.8
Zone_2,2025-01-03 19:00:00,3.42,21.3,64.8
Zone_3,2025-01-03 19:00:00,4.15,31.7,43.9
Zone_4,2025-01-03 19:00:00,3.62,23.3,76.0
Zone_5,2025-01-03 19:00:00,3.37,17.5,56.1
Zone_6,2025-01-03 19:00:00,3.88,29.0,54.0
Zone_7,2025-01-03 19:00:00,3.8,22.8,62.5
Zone_8,2025-01-03 19:00:00,3.24,30.4,56.8
Zone_9,2025-01-03 19:00:00,3.96,27.1,70.9
Zone_10,2025-01-03 19:00:00,4.2,29.3,47.7
Zone_1,2025-01-03 20:00:00,4.63,20.8,46.4
Zone_2,2025-01-03 20:00:00,4.53,29.3,54.2
Zone_3,2025-01-03 20:00:00,3.9,17.9,62.9
Zone_4,2025-01-03 20:00:00,4.19,18.4,67.6
Zone_5,2025-01-03 20:00:00,3.29,26.3,55.9
Zone_6,2025-01-03 20:00:00,4.47,22.3,42.2
Zone_7,2025-01-03 20:00:00,4.35,23.4,74.2
Zone_8,2025-01-03 20:00:00,4.04,24.5,56.9
Zone_9,2025-01-03 20:00:00,5.47,18.3,52.7
Zone_10,2025-01-03 20:00:00,4.87,27.5,71.0
Zone_1,2025-01-03 21:00:00,4.05,18.7,57.5
Zone_2,2025-01-03 21:00:00,3.96,21.0,46.9
Zone_3,2025-01-03 21:00:00,4.69,23.8,53.3
Zone_4,2025-01-03 21:00:00,4.57,19.8,51.8
Zone_5,2025-01-03 21:00:00,4.1,19.6,59.0
Zone_6,2025-01-03 21:00:00,4.66,30.2,61.6
Zone_7,2025-01-03 21:00:00,5.19,30.7,63.4
Zone_8,2025-01-03 21:00:00,3.52,29.5,51.9
Zone_9,2025-01-03 21:00:00,4.76,25.6,67.6
Zone_10,2025-01-03 21:00:00,3.58,30.3,59.8
Zone_1,2025-01-03 22:00:00,4.45,23.6,68.5
Zone_2,2025-01-03 22:00:00,3.56,19.0,54.1
Zone_3,2025-01-03 22:00:00,3.99,29.4,54.5
Zone_4,2025-01-03 22:00:00,4.1,24.4,67.0
Zone_5,2025-01-03 22:00:00,5.42,31.7,49.4
Zone_6,2025-01-03 22:00:00,4.16,23.5,58.5
Zone_7,2025-01-03 22:00:00,3.08,28.9,52.9
Zone_8,2025-01-03 22:00:00,3.6,33.4,67.7
Zone_9,2025-01-03 22:00:00,4.41,38.9,45.9
Zone_10,2025-01-03 22:00:00,3.85,16.1,76.6
Zone_1,2025-01-03 23:00:00,2.24,35.1,71.2
Zone_2,2025-01-03 23:00:00,4.08,18.6,65.9
Zone_3,2025-01-03 23:00:00,5.26,20.9,57.3
Zone_4,2025-01-03 23:00:00,5.47,27.8,60.6
Zone_5,2025-01-03 23:00:00,4.04,36.6,63.6
Zone_6,2025-01-03 23:00:00,3.85,24.7,47.6
Zone_7,2025-01-03 23:00:00,3.77,24.7,68.1
Zone_8,2025-01-03 23:00:00,4.0,24.0,66.8
Zone_9,2025-01-03 23:00:00,4.04,20.3,64.5
Zone_10,2025-01-03 23:00:00,4.75,26.0,70.8
Zone_1,2025-01-04 00:00:00,2.27,24.8,79.6
Zone_2,2025-01-04 00:00:00,3.02,18.6,47.7
Zone_3,2025-01-04 00:00:00,0.93,40.4,61.7
Zone_4,2025-01-04 00:00:00,0.96,27.2,51.9
Zone_5,2025-01-04 00:00:00,2.78,24.5,62.9
Zone_6,2025-01-04 00:00:00,2.47,23.9,65.1
Zone_7,2025-01-04 00:00:00,1.36,14.5,63.0
Zone_8,2025-01-04 00:00:00,2.46,20.1,85.6
Zone_9,2025-01-04 00:00:00,2.7,24.7,69.0
Zone_10,2025-01-04 00:00:00,1.7,19.2,67.0
Zone_1,2025-01-04 01:00:00,2.38,32.1,62.2
Zone_2,2025-01-04 01:00:00,2.18,23.0,61.2
Zone_3,2025-01-04 01:00:00,2.81,21.6,43.3
Zone_4,2025-01-04 01:00:00,2.08,26.9,66.3
Zone_5,2025-01-04 01:00:00,1.95,26.6,60.8
Zone_6,2025-01-04 01:00:00,1.62,30.1,64.4
Zone_7,2025-01-04 01:00:00,1.74,23.1,63.4
Zone_8,2025-01-04 01:00:00,2.51,29.7,75.2
Zone_9,2025-01-04 01:00:00,0.9,30.2,54.2
Zone_10,2025-01-04 01:00:00,3.23,20.5,54.1
Zone_1,2025-01-04 02:00:00,0.54,24.0,42.6
Zone_2,2025-01-04 02:00:00,2.89,25.0,65.8
Zone_3,2025-01-04 02:00:00,2.11,31.0,57.6
Zone_4,2025-01-04 02:00:00,1.33,20.2,74.5
Zone_5,2025-01-04 02:00:00,2.77,18.1,73.9
Zone_6,2025-01-04 02:00:00,2.71,19.7,57.8
Zone_7,2025-01-04 02:00:00,3.04,22.9,52.3
Zone_8,2025-01-04 02:00:00,2.01,24.9,68.2
Zone_9,2025-01-04 02:00:00,1.33,29.8,64.4
Zone_10,2025-01-04 02:00:00,2.37,29.5,57.4
Zone_1,2025-01-04 03:00:00,1.71,22.0,81.7
Zone_2,2025-01-04 03:00:00,1.71,20.1,78.9
Zone_3,2025-01-04 03:00:00,2.05,33.4,59.9
Zone_4,2025-01-04 03:00:00,1.94,22.5,57.0
Zone_5,2025-01-04 03:00:00,2.17,23.9,53.2
Zone_6,2025-01-04 03:00:00,1.03,25.6,60.7
Zone_7,2025-01-04 03:00:00,2.13,22.6,59.3
Zone_8,2025-01-04 03:00:00,1.38,33.9,53.2
Zone_9,2025-01-04 03:00:00,1.73,31.5,37.6
Zone_10,2025-01-04 03:00:00,2.54,26.7,61.5
Zone_1,2025-01-04 04:00:00,2.63,25.2,55.6
Zone_2,2025-01-04 04:00:00,2.68,22.7,72.6
Zone_3,2025-01-04 04:00:00,2.07,27.2,49.8
Zone_4,2025-01-04 04:00:00,2.38,15.8,54.4
Zone_5,2025-01-04 04:00:00,1.67,28.1,43.4
Zone_6,2025-01-04 04:00:00,1.61,27.4,61.6
Zone_7,2025-01-04 04:00:00,2.51,30.7,47.6
Zone_8,2025-01-04 04:00:00,3.01,29.4,57.9
Zone_9,2025-01-04 04:00:00,2.69,30.5,47.0
Zone_10,2025-01-04 04:00:00,2.22,33.8,62.3
Zone_1,2025-01-04 05:00:00,1.37,17.7,61.8
Zone_2,2025-01-04 05:00:00,1.54,30.4,66.3
Zone_3,2025-01-04 05:00:00,1.81,27.0,65.6
Zone_4,2025-01-04 05:00:00,1.89,36.9,38.3
Zone_5,2025-01-04 05:00:00,1.92,26.3,74.8
Zone_6,2025-01-04 05:00:00,2.5,32.2,59.1
Zone_7,2025-01-04 05:00:00,2.66,24.1,63.7
Zone_8,2025-01-04 05:00:00,1.36,28.1,51.4
Zone_9,2025-01-04 05:00:00,1.31,21.4,71.1
Zone_10,2025-01-04 05:00:00,1.55,31.0,58.2
Zone_1,2025-01-04 06:00:00,1.63,30.4,56.5
Zone_2,2025-01-04 06:00:00,2.94,27.3,50.5
Zone_3,2025-01-04 06:00:00,1.71,27.1,51.5
Zone_4,2025-01-04 06:00:00,2.0,24.0,60.5
Zone_5,2025-01-04 06:00:00,1.74,21.1,78.8
Zone_6,2025-01-04 06:00:00,2.51,21.3,71.0
Zone_7,2025-01-04 06:00:00,1.62,28.6,54.3
Zone_8,2025-01-04 06:00:00,1.63,25.9,38.7
Zone_9,2025-01-04 06:00:00,1.74,27.0,63.4
Zone_10,2025-01-04 06:00:00,1.35,14.2,47.4
Zone_1,2025-01-04 07:00:00,2.1,15.9,60.6
Zone_2,2025-01-04 07:00:00,2.76,20.1,62.5
Zone_3,2025-01-04 07:00:00,2.88,11.5,60.2
Zone_4,2025-01-04 07:00:00,2.39,24.7,61.0
Zone_5,2025-01-04 07:00:00,3.51,17.3,43.6
Zone_6,2025-01-04 07:00:00,2.85,23.1,52.1
Zone_7,2025-01-04 07:00:00,3.33,27.8,74.7
Zone_8,2025-01-04 07:00:00,3.72,24.1,52.2
Zone_9,2025-01-04 07:00:00,2.55,21.8,52.7
Zone_10,2025-01-04 07:00:00,2.84,28.0,57.1
Zone_1,2025-01-04 08:00:00,2.92,27.0,76.1
Zone_2,2025-01-04 08:00:00,2.66,20.5,56.9
Zone_3,2025-01-04 08:00:00,3.06,28.6,66.7
Zone_4,2025-01-04 08:00:00,3.22,18.3,35.6
Zone_5,2025-01-04 08:00:00,2.02,28.8,74.2
Zone_6,2025-01-04 08:00:00,2.84,21.9,63.9
Zone_7,2025-01-04 08:00:00,4.21,21.1,50.9
Zone_8,2025-01-04 08:00:00,2.64,12.6,61.7
Zone_9,2025-01-04 08:00:00,4.12,24.4,62.5
Zone_10,2025-01-04 08:00:00,3.08,26.9,83.7
Zone_1,2025-01-04 09:00:00,2.68,26.5,64.7
Zone_2,2025-01-04 09:00:00,2.71,22.3,64.3
Zone_3,2025-01-04 09:00:00,3.6,26.6,76.1
Zone_4,2025-01-04 09:00:00,2.5,24.0,64.3
Zone_5,2025-01-04 09:00:00,3.11,13.5,57.7
Zone_6,2025-01-04 09:00:00,2.55,19.3,51.5
Zone_7,2025-01-04 09:00:00,1.77,26.1,84.3
Zone_8,2025-01-04 09:00:00,3.15,22.6,60.0
Zone_9,2025-01-04 09:00:00,2.6,24.8,80.7
Zone_10,2025-01-04 09:00:00,2.94,33.8,65.3
Zone_1,2025-01-04 10:00:00,2.69,20.7,50.3
Zone_2,2025-01-04 10:00:00,3.53,21.8,57.5
Zone_3,2025-01-04 10:00:00,3.16,27.5,61.0
Zone_4,2025-01-04 10:00:00,2.34,25.8,72.7
Zone_5,2025-01-04 10:00:00,3.74,31.2,60.8
Zone_6,2025-01-04 10:00:00,2.48,15.4,72.2
Zone_7,2025-01-04 10:00:00,3.37,24.1,52.4
Zone_8,2025-01-04 10:00:00,2.97,16.8,57.1
Zone_9,2025-01-04 10:00:00,2.95,23.8,53.6
Zone_10,2025-01-04 10:00:00,3.14,20.5,45.5
Zone_1,2025-01-04 11:00:00,3.9,21.9,57.6
Zone_2,2025-01-04 11:00:00,4.33,25.1,57.6
Zone_3,2025-01-04 11:00:00,2.34,29.2,50.0
Zone_4,2025-01-04 11:00:00,2.86,25.3,50.4
Zone_5,2025-01-04 11:00:00,1.92,20.7,74.3
Zone_6,2025-01-04 11:00:00,3.98,26.6,61.3
Zone_7,2025-01-04 11:00:00,2.91,24.3,58.4
Zone_8,2025-01-04 11:00:00,2.38,28.6,78.6
Zone_9,2025-01-04 11:00:00,4.39,28.1,64.7
Zone_10,2025-01-04 11:00:00,2.84,27.2,54.9
Zone_1,2025-01-04 12:00:00,3.52,17.1,67.9
Zone_2,2025-01-04 12:00:00,2.67,29.4,61.9
Zone_3,2025-01-04 12:00:00,3.41,31.9,54.7
Zone_4,2025-01-04 12:00:00,3.0,21.0,65.8
Zone_5,2025-01-04 12:00:00,3.12,31.2,58.1
Zone_6,2025-01-04 12:00:00,2.38,22.9,57.3
Zone_7,2025-01-04 12:00:00,3.64,21.1,58.0
Zone_8,2025-01-04 12:00:00,3.34,26.6,64.3
Zone_9,2025-01-04 12:00:00,2.42,19.8,67.9
Zone_10,2025-01-04 12:00:00,2.71,21.9,52.2
Zone_1,2025-01-04 13:00:00,3.2,27.6,51.6
Zone_2,2025-01-04 13:00:00,4.04,21.8,52.1
Zone_3,2025-01-04 13:00:00,3.72,28.5,52.9
Zone_4,2025-01-04 13:00:00,2.38,24.0,59.6
Zone_5,2025-01-04 13:00:00,2.32,28.7,42.7
Zone_6,2025-01-04 13:00:00,2.24,33.0,53.7
Zone_7,2025-01-04 13:00:00,3.05,29.3,65.2
Zone_8,2025-01-04 13:00:00,4.03,27.5,73.0
Zone_9,2025-01-04 13:00:00,3.71,27.6,52.6
Zone_10,2025-01-04 13:00:00,2.47,18.4,77.9
Zone_1,2025-01-04 14:00:00,3.67,27.1,75.4
Zone_2,2025-01-04 14:00:00,2.06,17.5,45.1
Zone_3,2025-01-04 14:00:00,2.13,22.2,59.9
Zone_4,2025-01-04 14:00:00,3.18,28.9,91.2
Zone_5,2025-01-04 14:00:00,3.75,33.6,39.7
Zone_6,2025-01-04 14:00:00,4.2,25.3,65.3
Zone_7,2025-01-04 14:00:00,4.23,24.6,47.5
Zone_8,2025-01-04 14:00:00,3.9,18.0,51.0
Zone_9,2025-01-04 14:00:00,3.14,27.4,64.5
Zone_10,2025-01-04 14:00:00,3.84,28.5,48.2
Zone_1,2025-01-04 15:00:00,2.99,22.5,56.0
Zone_2,2025-01-04 15:00:00,2.75,31.8,62.8
Zone_3,2025-01-04 15:00:00,3.23,23.8,68.9
Zone_4,2025-01-04 15:00:00,3.97,28.8,32.9
Zone_5,2025-01-04 15:00:00,2.46,21.7,57.0
Zone_6,2025-01-04 15:00:00,3.08,24.8,54.6
Zone_7,2025-01-04 15:00:00,3.58,18.0,47.1
Zone_8,2025-01-04 15:00:00,3.11,35.2,77.7
Zone_9,2025-01-04 15:00:00,3.68,20.2,55.3
Zone_10,2025-01-04 15:00:00,2.46,14.6,70.1
Zone_1,2025-01-04 16:00:00,2.86,21.0,60.8
Zone_2,2025-01-04 16:00:00,2.52,21.8,39.4
Zone_3,2025-01-04 16:00:00,2.69,17.2,71.9
Zone_4,2025-01-04 16:00:00,2.66,29.4,67.0
Zone_5,2025-01-04 16:00:00,3.03,18.8,54.3
Zone_6,2025-01-04 16:00:00,2.8,16.9,69.8
Zone_7,2025-01-04 16:00:00,2.15,18.7,65.1
Zone_8,2025-01-04 16:00:00,3.06,31.6,58.7
Zone_9,2025-01-04 16:00:00,3.15,22.7,60.3
Zone_10,2025-01-04 16:00:00,2.96,28.7,57.0
Zone_1,2025-01-04 17:00:00,3.04,27.6,69.4
Zone_2,2025-01-04 17:00:00,3.22,20.6,66.5
Zone_3,2025-01-04 17:00:00,2.77,36.5,65.9
Zone_4,2025-01-04 17:00:00,2.42,28.9,43.9
Zone_5,2025-01-04 17:00:00,3.4,22.7,66.2
Zone_6,2025-01-04 17:00:00,2.22,25.4,61.8
Zone_7,2025-01-04 17:00:00,3.11,18.7,52.7
Zone_8,2025-01-04 17:00:00,2.54,25.0,51.1
Zone_9,2025-01-04 17:00:00,3.24,28.6,47.7
